,Text,target,charcaters_count,words_count,sentence_count
1180,on hen night. Going with a swing,ham,32,8,2
1181,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*",ham,159,39,5
1182,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,ham,140,29,1
1183,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-),ham,101,29,4
1184,S s..first time..dhoni rocks...,ham,31,9,1
1185,Ok ill tell the company,ham,23,5,1
1186,"Awesome, think we can get an 8th at usf some time tonight?",ham,58,14,1
1187,So that means you still think of teju,ham,37,8,1
1188,"No I'm good for the movie, is it ok if I leave in an hourish?",ham,61,18,1
1189,No no:)this is kallis home ground.amla home town is durban:),ham,60,15,1
1190,So lets make it saturday or monday as per convenience.,ham,54,11,1
1191,Hey... What time is your driving on fri? We go for evaluation on fri?,ham,69,17,2
1192,"449050000301 You have won a å£2,000 price! To claim, call 09050000301.",spam,70,14,2
1193,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.,ham,72,19,1
1194,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",spam,156,32,3
1195,Cancel cheyyamo?and get some money back?,ham,40,9,1
1196,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,spam,153,29,1
1197,Ok.ok ok..then..whats ur todays plan,ham,36,9,1
1198,Good morning princess! How are you?,ham,35,8,2
1199,Aiyar sorry lor forgot 2 tell u...,ham,34,8,1
1200,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,spam,156,34,3
1201,Not tonight mate. Catching up on some sleep. This is my new number by the way. ,ham,79,19,3
1202,"Height of \Oh shit....!!\"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay",ham,114,29,2
1203,Ur HMV Quiz cash-balance is currently å£500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg,spam,105,19,1
1204,"So check your errors and if you had difficulties, do correction.",ham,64,13,1
1205,Howz pain?hope u r fine..,ham,25,8,1
1209,U wake up already? Thanx 4 e tau sar piah it's quite nice.,ham,58,16,2
1210,K do I need a login or anything,ham,31,8,1
1211,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,spam,120,21,2
1212,LOL ... No just was busy,ham,24,6,1
1213,What * u wearing?,ham,17,5,1
1215,Oh:)as usual vijay film or its different?,ham,41,11,1
1216,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,spam,158,36,5
1217,Have you had a good day? Mine was really busy are you up to much tomorrow night?,ham,80,19,2
1218,And is there a way you can send shade's stuff to her. And she has been wonderful too.,ham,85,21,2
1219,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,ham,115,31,5
1220,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",spam,115,21,3
1221,Babe ? I lost you ... :-(,ham,25,9,2
1222,Ok... Help me ask if she's working tmr a not?,ham,45,13,1
1223,I'm not driving... Raining! Then i'll get caught at e mrt station lor.,ham,70,18,2
1224,Not a drop in the tank,ham,22,6,1
1225,(That said can you text him one more time?),ham,43,12,1
1227,Ok i go change also...,ham,22,6,1
1228,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(å£1.50p. m),spam,140,37,4
1229,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.,ham,72,17,2
1230,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up",ham,91,20,1
1231,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,ham,70,17,2
1232,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,ham,140,31,4
1233,Hey! There's veggie pizza... :/,ham,31,9,2
1234,Yun buying... But school got offer 2000 plus only...,ham,52,11,2
1235,You sure your neighbors didnt pick it up,ham,40,8,1
1236,K. I will sent it again,ham,23,6,1
1239,Well. Im computerless. Time to make some oreo truffles,ham,54,11,3
1240,"Haha yeah I see that now, be there in a sec",ham,43,12,1
1241,I am not having her number sir,ham,30,7,1
1242,Lol now I'm after that hot air balloon!,ham,39,10,1
1243,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,ham,71,19,5
1244,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,ham,146,33,2
1245,"Yeah, we can probably swing by once my roommate finishes up with his girl",ham,73,15,1
1246,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",spam,159,38,3
1247,Happy new years melody!,ham,23,5,1
1248,ÌÏ dun need to pick ur gf?,ham,26,8,1
1249,Yay! You better not have told that to 5 other girls either.,ham,59,14,2
1250,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?,ham,150,38,3
1251,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? ",ham,167,41,1
1252,Just nw i came to hme da..,ham,26,8,1
1253,"I'm outside islands, head towards hard rock and you'll run into me",ham,66,15,1
1254,To day class is there are no class.,ham,35,9,1
1255,I'm in chennai velachery:),ham,26,7,1
1256,You flippin your shit yet?,ham,26,6,1
1257,"K give me a sec, breaking a  &lt;#&gt;  at cstore",ham,49,17,1
1258,Am i that much bad to avoid like this?,ham,38,10,1
1259,"Yo, you around? Just got my car back",ham,36,10,2
1260,Annoying isn't it.,ham,18,5,1
1261,"Goodmorning, Today i am late for  &lt;#&gt; min.",ham,48,16,1
1262,There's no point hangin on to mr not right if he's not makin u happy,ham,68,17,1
1263,All will come alive.better correct any good looking figure there itself..,ham,73,12,1
1264,In that case I guess I'll see you at campus lodge,ham,49,12,1
1265,We're done...,ham,13,4,1
1266,Come to my home for one last time i wont do anything. Trust me.,ham,63,16,2
1267,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,ham,133,30,2
1268,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 å£3/wk 087016248,spam,155,34,5
1269,Ok... C ya...,ham,13,5,1
1270,You have 1 new voicemail. Please call 08719181503,spam,49,9,2
1271,What he said is not the matter. My mind saying some other matter is there.,ham,74,17,2
1273,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",ham,138,37,2
1274,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,ham,164,53,2
1275,Otherwise had part time job na-tuition..,ham,40,7,1
1276,I know she called me,ham,20,5,1
1277,"Me also da, i feel yesterday night  wait til 2day night dear.",ham,61,14,1
1278,Thanks for understanding. I've been trying to tell sura that.,ham,61,13,2
1279,WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,spam,147,28,1
1280,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,ham,130,27,2
1281,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",spam,148,36,4
1282,I need you to be in my strong arms...,ham,37,10,1
1283,Also maaaan are you missing out,ham,31,6,1
1284,His bday real is in april .,ham,27,7,1
1285,Guessin you ain't gonna be here before 9?,ham,41,11,1
1286,Ok then i will come to ur home after half an hour,ham,49,12,1
1287,"Yo, the game almost over? Want to go to walmart soon",ham,52,13,2
1288,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!",ham,124,31,3
1289,I'll text now! All creepy like so he won't think that we forgot,ham,63,16,2
1290,"that would be good Û_ I'll phone you tomo lunchtime, shall I, to organise something?",ham,85,19,1
1291,You have 1 new voicemail. Please call 08719181513.,spam,50,10,2
1292,"Damn, can you make it tonight or do you want to just wait til tomorrow",ham,70,16,1
1293,K..k..i'm also fine:)when will you complete the course?,ham,55,17,1
1294,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.",ham,119,30,4
1295,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,spam,143,36,7
1296,Prakesh is there know.,ham,22,5,1
1297,Teach me apps da. When you come to college.,ham,43,11,2
1298,Rofl betta invest in some  anti aging products,ham,46,8,1
1300,"sir, you will receive the account no another 1hr time. Sorry for the delay.",ham,75,17,2
1301,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,spam,159,23,1
1302,So Ì_'ll be submitting da project tmr rite?,ham,43,10,1
1303,FREE entry into our å£250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,spam,123,25,2
1304,Jus ans me lar. U'll noe later.,ham,31,10,2
1305,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.,ham,76,23,2
1306,have got * few things to do. may be in * pub later.,ham,51,15,2
1307,1's finish meeting call me.,ham,27,7,1
1308,Lol ok. I'll snatch her purse too.,ham,34,10,2
1309,"\Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx\""""",ham,129,27,1
1311,How much are we getting?,ham,24,6,1
1312,Is ur paper in e morn or aft tmr?,ham,33,10,1
1313,"Dear relieved of westonzoyland, all going to plan this end too!",ham,63,13,1
1314,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.,ham,96,22,3
1315,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,ham,53,17,3
1316,"I want to show you the world, princess :) how about europe?",ham,59,15,1
1317,Nobody can decide where to eat and dad wants Chinese,ham,52,10,1
1318,No shoot me. I'm in the docs waiting room. :/,ham,45,14,3
1319,Now? I'm going out 4 dinner soon..,ham,34,10,2
1320,Hello which the site to download songs its urgent pls,ham,53,10,1
1321,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! ",ham,111,27,4
1322,Horrible gal. Me in sch doing some stuff. How come u got mc?,ham,60,16,3
1323,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",ham,152,33,2
1326,Please CALL 08712402779 immediately as there is an urgent message waiting for you,spam,81,13,1
1327,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,ham,87,20,1
1328,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... ,ham,84,19,1
1329,What your plan for pongal?,ham,26,6,1
1330,Just wait till end of march when el nino gets himself. Oh.,ham,58,14,2
1331,"Not yet chikku..going to room nw, i'm in bus..",ham,46,14,1
1332,Am also doing in cbe only. But have to pay.,ham,43,12,2
1333,Honey boo I'm missing u.,ham,24,7,1
1334,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",ham,97,19,1
1335,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",ham,70,19,2
1336,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!",ham,179,43,6
1337,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",spam,120,25,3
1338,Ok. No wahala. Just remember that a friend in need ...,ham,54,12,2
1339,I will see in half an hour,ham,26,7,1
1340,"Im in inperialmusic listening2the weirdest track ever byåÓleafcutter johnåÓ-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",ham,156,24,1
1341,\Hey sorry I didntgive ya a a bellearlier hunny,ham,47,9,1
1342,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,ham,48,10,2
1343,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Callså£1/minmoremobsEMSPOBox45PO139WA,spam,147,29,2
1344,"Tee hee. Off to lecture, cheery bye bye.",ham,40,11,2
1345,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..",ham,81,21,1
1346,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,ham,116,26,1
1347,Ok...,ham,5,2,1
1348,network operator. The service is free. For T & C's visit 80488.biz,spam,66,15,3
1349,Let me know how to contact you. I've you settled in a room. Lets know you are ok.,ham,81,22,3
1350,Wot u up 2 u weirdo?,ham,20,7,1
1351,Can do lor...,ham,13,4,1
1352,Dont put your phone on silent mode ok,ham,37,8,1
1353,Can i meet Ì_ at 5.. As 4 where depends on where Ì_ wan 2 in lor..,ham,66,19,1
1354,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,ham,69,17,1
1355,Oh ho. Is this the first time u use these type of words,ham,55,14,2
1356,Am I the only one who doesn't stalk profiles?,ham,45,11,1
1357,"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt""",ham,160,42,2
1358,Yes i thought so. Thanks.,ham,25,7,2
1359,But if she.s drinkin i'm ok.,ham,28,8,1
1360,"Just wondering, the others just took off",ham,40,8,1
1361,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",ham,156,34,3
1362,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?",ham,138,35,3
1363,Happy new year to u too!,ham,24,7,1
1364,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May",ham,70,19,1
1365,Eat jap done oso aft ur lect wat... ÌÏ got lect at 12 rite... ,ham,62,16,1
1366,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",ham,86,19,2
1367,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,ham,174,38,4
1368,Happy birthday... May all ur dreams come true...,ham,48,10,1
1369,Aiyah u did ok already lar. E nydc at wheellock?,ham,48,12,2
1370,TELL HER I SAID EAT SHIT.,ham,25,7,1
1371,Sure! I am driving but will reach my destination soon.,ham,54,12,2
1372,"K so am I, how much for an 8th? Fifty?",ham,38,13,2
1373,Your daily text from me ÛÒ a favour this time,ham,46,10,1
1374,Great to hear you are settling well. So what's happenin wit ola?,ham,64,15,2
1375,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,ham,133,24,2
1376,I tot u reach liao. He said t-shirt.,ham,36,10,2
1377,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",ham,132,32,1
1379,Your right! I'll make the appointment right now.,ham,48,11,2
1380,Designation is software developer and may be she get chennai:),ham,62,12,1
1381,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,spam,163,27,4
1382,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",spam,155,32,3
1383,I jokin oni lar.. ÌÏ busy then i wun disturb Ì_.,ham,48,13,1
1384,"Ok, be careful ! Don't text and drive !",ham,39,11,2
1385,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it.",ham,103,27,3
1386,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,ham,83,23,3
1387,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,ham,84,22,4
1388,How abt making some of the pics bigger?,ham,39,9,1
1389,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,ham,122,30,3
1390,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",ham,154,43,2
1391,Why nothing. Ok anyway give me treat,ham,36,8,2
1392,"Win the newest ÛÏHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",spam,140,30,1
1394,Correct. So how was work today,ham,30,7,2
1395,"Just sent again. Do you scream and moan in bed, princess?",ham,57,14,2
1396,"I wake up long ago already... Dunno, what other thing?",ham,54,13,1
1397,Oh just getting even with u.... u?,ham,34,9,1
1398,I thk 50 shd be ok he said plus minus 10.. Did Ì_ leave a line in between paragraphs?,ham,85,21,1
1399,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,ham,139,35,3
1400,Yeah jay's sort of a fucking retard,ham,35,8,1
1401,"Sorry, was in the bathroom, sup",ham,31,8,1
1402,Ur balance is now å£500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,spam,126,32,4
1403,My exam is for february 4. Wish you a great day.,ham,48,13,2
1404,I dont know what to do to come out of this so only am ask questions like this dont mistake me.,ham,94,22,1
1405,"Aight no rush, I'll ask jay",ham,27,8,1
1406,Good Morning plz call me sir,ham,28,6,1
1407,It's ok lar. U sleep early too... Nite...,ham,41,12,2
1408,"Oh... Icic... K lor, den meet other day...",ham,42,12,1
1409,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*",ham,150,38,4
1410,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)",ham,162,37,2
1411,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",ham,82,20,1
1412,Then she buying today? ÌÏ no need to c meh...,ham,45,12,2
1413,Aight sorry I take ten years to shower. What's the plan?,ham,56,14,2
1414,Every monday..nxt week vl be completing..,ham,41,9,1
1415,Might ax well im there.,ham,23,6,1
1416,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,ham,112,24,3
1417,Yeah I'll try to scrounge something up,ham,38,8,1
1418,Crazy ar he's married. ÌÏ like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,ham,160,41,4
1419,Were somewhere on Fredericksburg,ham,32,4,1
1420,Que pases un buen tiempo or something like that,ham,47,9,1
1421,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,ham,82,20,2
1422,She doesnt need any test.,ham,25,6,1
1423,"Nothing much, chillin at home. Any super bowl plan?",ham,51,12,2
1424,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 å£3/wk",spam,155,32,1
1425,Bugis oso near wat... ,ham,22,5,1
1426,Yo theres no class tmrw right?,ham,30,7,1
1427,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,ham,121,27,1
1428,"Goodnight, sleep well da please take care pa. Please.",ham,53,12,2
1429,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,ham,84,21,4
1431,U ned to convince him tht its not possible witot hurting his feeling its the main,ham,81,16,1
1432,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy",ham,152,34,4
1433,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,ham,131,30,2
1434,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",ham,327,90,6
1435,Yo dude guess who just got arrested the other day,ham,49,10,1
1436,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,ham,65,16,3
1437,What does the dance river do?,ham,29,7,1
1438,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",ham,207,48,4
1439,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,ham,114,28,3
1440,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",spam,101,22,1
1441,Bbq this sat at mine from 6ish. Ur welcome 2 come,ham,49,12,2
1442,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough Û_",ham,108,24,1
1443,Alright. I'm out--have a good night!,ham,36,11,2
1444,Did you try making another butt.,ham,32,7,1
1445,Hope you are feeling great. Pls fill me in. Abiola,ham,50,12,3
1446,I though we shd go out n have some fun so bar in town or something ÛÒ sound ok?,ham,80,20,1
1447,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",ham,141,43,2
1448,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",spam,151,34,3
1449,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",spam,154,28,2
1450,We're finally ready fyi,ham,23,5,1
1451,Auntie huai juan never pick up her phone,ham,40,8,1
1452,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,spam,159,26,3
1453,"Ya tel, wats ur problem..",ham,25,7,1
1455,i dnt wnt to tlk wid u,ham,22,7,1
1456,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. \paths are made by walking.. not by waiting..\"" Goodnight!""",ham,155,37,2
1457,Its ok my arm is feeling weak cuz i got a shot so we can go another time,ham,72,18,1
1458,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,ham,203,38,1
1459,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person",ham,278,80,14
1460,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,ham,115,28,3
1461,All e best 4 ur exam later.,ham,27,8,1
1462,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,ham,139,31,3
1463,Oh k.i think most of wi and nz players unsold.,ham,46,11,1
1464,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",ham,115,30,1
1465,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",ham,155,38,5
1466,"Haha just kidding, papa needs drugs",ham,35,7,1
1467,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...",ham,82,22,2
1468,Oh ok..,ham,7,3,1
1469,R we still meeting 4 dinner tonight?,ham,36,8,1
1470,Thats cool! I am a gentleman and will treat you with dignity and respect.,ham,73,16,2
1471,Shall i start from hear.,ham,24,6,1
1472,Then we wait 4 u lor... No need 2 feel bad lar...,ham,49,14,1
1473,No did you check? I got his detailed message now,ham,48,11,2
1474,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,ham,155,37,4
1475,"No, I decided that only people who care about stuff vote and caring about stuff is for losers",ham,93,19,1
1476,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,ham,99,24,3
1478,cool. We will have fun practicing making babies!,ham,48,10,2
1479,Actually getting ready to leave the house.,ham,42,8,1
1480,K..k..any special today?,ham,24,8,1
1481,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",spam,163,31,3
1482,Then we gotta do it after that,ham,30,8,1
1483,"I've got ten bucks, jay is being noncomittal",ham,44,10,1
1484,Where at were hungry too,ham,24,5,1
1485,Pls speak to that customer machan.,ham,34,7,1
1486,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,ham,144,28,1
1488,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,spam,143,25,3
1489,So wats ur opinion abt him and how abt is character?,ham,52,12,1
1490,Jay is snickering and tells me that x is totally fucking up the chords as we speak,ham,82,17,1
1491,No..few hours before.went to hair cut .,ham,39,9,1
1492,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,ham,80,21,2
1493,Lmao. Take a pic and send it to me.,ham,35,11,2
1494,"\Speak only when you feel your words are better than the silence...\"" Gud mrng:-)""",ham,82,21,1
1495,No. She's currently in scotland for that.,ham,41,10,2
1496,Do you work all this week ?,ham,27,7,1
1497,Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,spam,152,25,1
1498,Lol great now im getting hungry.,ham,32,7,1
1499,Yes.. now only saw your message..,ham,33,8,1
1500,I'll be at mu in like  &lt;#&gt;  seconds,ham,41,15,1
1502,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,ham,126,29,3
1503,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who \smokes too much\"" for the entire month of february",ham,153,31,1
1504,For sale - arsenal dartboard. Good condition but no doubles or trebles!,spam,71,14,2
1505,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,ham,141,36,3
1506,"My painful personal thought- \I always try to keep everybody happy all the time. But nobody recognises me when i am alone\""""",ham,124,25,2
1507,Thanks for ve lovely wisheds. You rock,ham,38,8,2
1508,You intrepid duo you! Have a great time and see you both soon. ,ham,63,15,2
1509,I asked sen to come chennai and search for job.,ham,47,11,1
1510,Dad went out oredi... ,ham,22,5,1
1511,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",ham,115,27,2
1512,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,ham,71,19,3
1513,"Arms fine, how's Cardiff and uni? ",ham,34,9,1
1514,In fact when do you leave? I think addie goes back to school tues or wed,ham,72,17,2
1515,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: \GOODMORNING &amp; HAVE A NICE DAY\"" :)""",ham,134,31,2
1516,Ya:)going for restaurant..,ham,26,7,1
